"Step 1","Step 2","Step 3","User Name","title","Bin Category","Quarter-Year","Week Number","Week Start Date","Week End Date","Count"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","JG019894","ABC Branch Manager","Power User","2023Q4","Week 2","2023-10-08","2023-10-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","JH002824","ABC Branch Manager","Power User","2024Q1","Week 12","2024-03-18","2024-03-24","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","JW061696","ABC Branch Manager","Power User","2023Q4","Week 10","2023-12-03","2023-12-09","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","JW078017","ABC Branch Manager","Power User","2023Q4","Week 2","2023-10-08","2023-10-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","KR021840","ABC Branch Manager","Power User","2023Q3","Week 8","2023-08-19","2023-08-25","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","MG005018","ABC Branch Manager","Power User","2023Q3","Week 11","2023-09-09","2023-09-15","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","RE056298","ABC Branch Manager","Regular User","2023Q2","Week 10","2023-06-03","2023-06-09","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","TG021676","ABC Branch Manager","Power User","2024Q2","Week 1","2024-04-01","2024-04-07","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","YJ035555","ABC Branch Manager","Power User","2023Q2","Week 4","2023-04-22","2023-04-28","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/National Accounts/National Accounts Sales Pivots/National Accounts Sales","JO077894","Enterprise Analytics Product Specialist","Power User","2023Q2","Week 5","2023-04-29","2023-05-05","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/Regional Analytics/Low Slope Tracker/Low Slope Initiative Tracker","AM026049","ABC District Manager","Power User","2024Q1","Week 5","2024-01-29","2024-02-04","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/Regional Analytics/Low Slope Tracker/Low Slope Initiative Tracker","MH019547","ABC District Manager","Power User","2023Q3","Week 3","2023-07-15","2023-07-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/Regional Analytics/Northeast/Shingle Sales by Branch by Brand/Shingle Sales by Branch by Brand","JM021573","ABC District Manager","Regular User","2024Q2","Week 12","2024-06-17","2024-06-23","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/Regional Analytics/Northeast/Shingle Sales by Branch by Brand/Shingle Sales by Branch by Brand","JM021573","ABC District Manager","Regular User","2024Q2","Week 2","2024-04-08","2024-04-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/Regional Analytics/Northeast/Shingle Sales by Branch by Brand/Shingle Sales by Branch by Brand","KC005395","ABC District Manager","Power User","2023Q3","Week 3","2023-07-15","2023-07-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/Regional Analytics/Northeast/Siding and Sofit Panel Inventory Analysis/NE Siding & Soffit Panels and Accessories","JT012448","ABC District Manager","Power User","2023Q3","Week 3","2023-07-15","2023-07-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/Regional Analytics/Regional Reports/Regional Inventory Supply","AW018002","Enterprise Analytics Manager","Power User","2023Q2","Week 8","2023-05-20","2023-05-26","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/Regional Analytics/Regional Reports/Regional Inventory Supply","PA020877","ABC District Manager","Power User","2023Q4","Week 2","2023-10-08","2023-10-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Average Recovery","AM026049","ABC District Manager","Power User","2024Q1","Week 12","2024-03-18","2024-03-24","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Average Recovery","AW018002","Enterprise Analytics Manager","Power User","2023Q3","Week 2","2023-07-08","2023-07-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Average Recovery","EB086810","NSC IT Contractor","Power User","2023Q4","Week 9","2023-11-26","2023-12-02","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Average Recovery","MK072358","ABC Branch Manager","Power User","2023Q2","Week 8","2023-05-20","2023-05-26","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Average Recovery","PW018606","ABC Branch Manager","Power User","2023Q4","Week 3","2023-10-15","2023-10-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Average Sell Price","AM026049","ABC District Manager","Power User","2024Q2","Week 3","2024-04-15","2024-04-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Average Sell Price","AS035873","ABC Branch Manager","Power User","2024Q2","Week 1","2024-04-01","2024-04-07","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Average Sell Price","AS035873","ABC Branch Manager","Power User","2024Q2","Week 3","2024-04-15","2024-04-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Average Sell Price","JD021812","ABC Branch Manager","Regular User","2024Q2","Week 5","2024-04-29","2024-05-05","1"
"/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Pricing Analytics","JW061696","ABC Branch Manager","Power User","2023Q3","Week 10","2023-09-02","2023-09-08","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Average Sell Price","JP022001","ABC Branch Manager","Regular User","2024Q2","Week 3","2024-04-15","2024-04-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Average Sell Price","MF015441","ABC Branch Manager","Power User","2024Q2","Week 5","2024-04-29","2024-05-05","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Average Sell Price","MK024219","ABC Branch Manager","Regular User","2024Q2","Week 6","2024-05-06","2024-05-12","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Average Sell Price","PA020877","ABC District Manager","Power User","2024Q2","Week 1","2024-04-01","2024-04-07","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Average Sell Price","PA020877","ABC District Manager","Power User","2024Q2","Week 11","2024-06-10","2024-06-16","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Average Sell Price","PC032868","ABC Branch Manager","Power User","2024Q2","Week 6","2024-05-06","2024-05-12","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Average Sell Price","RH056756","ABC Branch Manager","Regular User","2024Q2","Week 3","2024-04-15","2024-04-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Average Sell Price","SA032143","ABC Branch Manager","Power User","2024Q2","Week 6","2024-05-06","2024-05-12","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Average Sell Price","SB018948","ABC Branch Manager","Power User","2024Q2","Week 3","2024-04-15","2024-04-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Average Sell Price","TP020368","ABC Branch Manager","Power User","2024Q2","Week 2","2024-04-08","2024-04-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Inventory Analytics","AC054091","ABC Branch Manager","Regular User","2023Q2","Week 2","2023-04-08","2023-04-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Inventory Analytics","AC054091","ABC Branch Manager","Regular User","2023Q3","Week 2","2023-07-08","2023-07-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Inventory Analytics","AC054091","ABC Branch Manager","Regular User","2023Q4","Week 2","2023-10-08","2023-10-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Inventory Analytics","AM026049","ABC District Manager","Power User","2022Q4","Week 3","2022-10-15","2022-10-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Inventory Analytics","AM026049","ABC District Manager","Power User","2023Q4","Week 2","2023-10-08","2023-10-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Inventory Analytics","AM026049","ABC District Manager","Power User","2024Q1","Week 11","2024-03-11","2024-03-17","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Inventory Analytics","AM026049","ABC District Manager","Power User","2024Q2","Week 9","2024-05-27","2024-06-02","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Inventory Analytics","AS035873","ABC Branch Manager","Power User","2022Q4","Week 5","2022-10-29","2022-11-04","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Inventory Analytics","AS035873","ABC Branch Manager","Power User","2023Q1","Week 12","2023-03-19","2023-03-25","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Inventory Analytics","AS035873","ABC Branch Manager","Power User","2023Q1","Week 6","2023-02-05","2023-02-11","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Inventory Analytics","AS035873","ABC Branch Manager","Power User","2024Q1","Week 11","2024-03-11","2024-03-17","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Inventory Analytics","AS035873","ABC Branch Manager","Power User","2024Q2","Week 12","2024-06-17","2024-06-23","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Inventory Analytics","AS035873","ABC Branch Manager","Power User","2024Q4","Week 7","2024-11-12","2024-11-18","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Inventory Analytics","AS078353","ABC Branch Manager","Power User","2024Q1","Week 11","2024-03-11","2024-03-17","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Inventory Analytics","AS078353","ABC Branch Manager","Power User","2024Q1","Week 6","2024-02-05","2024-02-11","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Inventory Analytics","AS078353","ABC Branch Manager","Power User","2024Q2","Week 6","2024-05-06","2024-05-12","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Inventory Analytics","AS078353","ABC Branch Manager","Power User","2024Q4","Week 4","2024-10-22","2024-10-28","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Inventory Analytics","AW027996","ABC Branch Manager","Power User","2023Q3","Week 2","2023-07-08","2023-07-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Inventory Analytics","AW027996","ABC Branch Manager","Power User","2023Q4","Week 2","2023-10-08","2023-10-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Inventory Analytics","AW027996","ABC Branch Manager","Power User","2024Q1","Week 13","2024-03-25","2024-03-31","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Inventory Analytics","BO027518","ABC Branch Manager","Power User","2023Q1","Week 4","2023-01-22","2023-01-28","1"
